timestamp,source,x,y,z,yaw,v_surge,v_sway,servo1,servo2,servo5
2026-09-08 04:13:14.269,dummy,-3.0,-0.054,0.789,270.6,0.0,0.0,,,
2026-09-08 04:13:14.321,dummy,-2.999,-0.099,0.791,271.1,0.0,0.0,,,
2026-09-08 04:13:14.372,dummy,-2.998,-0.144,0.792,271.6,0.0,0.0,,,
2026-09-08 04:13:14.423,dummy,-2.997,-0.189,0.793,272.0,0.0,0.0,,,
2026-09-08 04:13:14.475,dummy,-2.995,-0.235,0.794,272.5,0.0,0.0,,,
2026-09-08 04:13:14.527,dummy,-2.993,-0.28,0.795,273.0,0.0,0.0,,,
2026-09-08 04:13:14.578,dummy,-2.99,-0.324,0.797,273.5,0.0,0.0,,,
2026-09-08 04:13:14.630,dummy,-2.987,-0.369,0.798,274.0,0.0,0.0,,,
2026-09-08 04:13:14.681,dummy,-2.984,-0.413,0.799,274.6,0.0,0.0,,,
2026-09-08 04:13:14.733,dummy,-2.98,-0.458,0.8,275.1,0.0,0.0,,,
2026-09-08 04:13:14.785,dummy,-2.976,-0.502,0.802,275.6,0.0,0.0,,,
2026-09-08 04:13:14.837,dummy,-2.971,-0.546,0.803,276.1,0.0,0.0,,,
2026-09-08 04:13:14.888,dummy,-2.966,-0.59,0.804,276.7,0.0,0.0,,,
2026-09-08 04:13:14.940,dummy,-2.961,-0.633,0.806,277.2,0.0,0.0,,,
2026-09-08 04:13:14.992,dummy,-2.955,-0.676,0.807,277.8,0.0,0.0,,,
2026-09-08 04:13:15.043,dummy,-2.949,-0.719,0.808,278.4,0.0,0.0,,,
2026-09-08 04:13:15.095,dummy,-2.943,-0.761,0.81,278.9,0.0,0.0,,,
2026-09-08 04:13:15.146,dummy,-2.936,-0.802,0.811,279.5,0.0,0.0,,,
2026-09-08 04:13:15.197,dummy,-2.929,-0.843,0.812,280.1,0.0,0.0,,,
2026-09-08 04:13:15.249,dummy,-2.922,-0.884,0.813,280.7,0.0,0.0,,,
2026-09-08 04:13:15.301,dummy,-2.914,-0.925,0.815,281.4,0.0,0.0,,,
2026-09-08 04:13:15.353,dummy,-2.905,-0.965,0.816,282.0,0.0,0.0,,,
2026-09-08 04:13:15.404,dummy,-2.897,-1.005,0.818,282.7,0.0,0.0,,,
2026-09-08 04:13:15.456,dummy,-2.888,-1.044,0.819,283.4,0.0,0.0,,,
2026-09-08 04:13:15.507,dummy,-2.878,-1.082,0.82,284.1,0.0,0.0,,,
2026-09-08 04:13:15.559,dummy,-2.868,-1.12,0.822,284.9,0.0,0.0,,,
2026-09-08 04:13:15.611,dummy,-2.858,-1.158,0.823,285.6,0.0,0.0,,,
2026-09-08 04:13:15.662,dummy,-2.848,-1.194,0.824,286.4,0.0,0.0,,,
2026-09-08 04:13:15.715,dummy,-2.837,-1.231,0.826,287.2,0.0,0.0,,,
2026-09-08 04:13:15.766,dummy,-2.825,-1.266,0.827,288.0,0.0,0.0,,,
2026-09-08 04:13:15.817,dummy,-2.814,-1.301,0.829,288.9,0.0,0.0,,,
2026-09-08 04:13:15.869,dummy,-2.802,-1.335,0.83,289.8,0.0,0.0,,,
2026-09-08 04:13:15.921,dummy,-2.789,-1.369,0.831,290.7,0.0,0.0,,,
2026-09-08 04:13:15.972,dummy,-2.777,-1.401,0.833,291.7,0.0,0.0,,,
2026-09-08 04:13:16.023,dummy,-2.764,-1.433,0.834,292.7,0.0,0.0,,,
2026-09-08 04:13:16.076,dummy,-2.75,-1.465,0.836,293.7,0.0,0.0,,,
2026-09-08 04:13:16.128,dummy,-2.736,-1.496,0.837,294.8,0.0,0.0,,,
2026-09-08 04:13:16.180,dummy,-2.722,-1.526,0.839,296.0,0.0,0.0,,,
2026-09-08 04:13:16.232,dummy,-2.707,-1.555,0.84,297.2,0.0,0.0,,,
2026-09-08 04:13:16.283,dummy,-2.693,-1.583,0.841,298.4,0.0,0.0,,,
2026-09-08 04:13:16.335,dummy,-2.677,-1.61,0.843,299.7,0.0,0.0,,,
2026-09-08 04:13:16.387,dummy,-2.662,-1.637,0.844,301.1,0.0,0.0,,,
2026-09-08 04:13:16.439,dummy,-2.646,-1.663,0.846,302.5,0.0,0.0,,,
2026-09-08 04:13:16.490,dummy,-2.63,-1.687,0.847,303.9,0.0,0.0,,,
2026-09-08 04:13:16.543,dummy,-2.613,-1.712,0.849,305.5,0.0,0.0,,,
2026-09-08 04:13:16.594,dummy,-2.596,-1.735,0.85,307.1,0.0,0.0,,,
2026-09-08 04:13:16.646,dummy,-2.579,-1.757,0.852,308.7,0.0,0.0,,,
2026-09-08 04:13:16.699,dummy,-2.561,-1.778,0.853,310.5,0.0,0.0,,,
2026-09-08 04:13:16.750,dummy,-2.543,-1.799,0.855,312.3,0.0,0.0,,,
2026-09-08 04:13:16.802,dummy,-2.525,-1.818,0.856,314.2,0.0,0.0,,,
2026-09-08 04:13:16.854,dummy,-2.506,-1.837,0.858,316.2,0.0,0.0,,,
2026-09-08 04:13:16.906,dummy,-2.487,-1.855,0.859,318.3,0.0,0.0,,,
2026-09-08 04:13:16.957,dummy,-2.468,-1.871,0.861,320.4,0.0,0.0,,,
2026-09-08 04:13:17.009,dummy,-2.448,-1.887,0.862,322.6,0.0,0.0,,,
2026-09-08 04:13:17.061,dummy,-2.428,-1.901,0.864,324.8,0.0,0.0,,,
2026-09-08 04:13:17.112,dummy,-2.408,-1.915,0.865,327.2,0.0,0.0,,,
2026-09-08 04:13:17.163,dummy,-2.388,-1.927,0.867,329.5,0.0,0.0,,,
2026-09-08 04:13:17.215,dummy,-2.367,-1.939,0.868,332.0,0.0,0.0,,,
2026-09-08 04:13:17.266,dummy,-2.346,-1.95,0.87,334.5,0.0,0.0,,,
2026-09-08 04:13:17.317,dummy,-2.325,-1.959,0.871,337.0,0.0,0.0,,,
2026-09-08 04:13:17.369,dummy,-2.303,-1.968,0.873,339.6,0.0,0.0,,,
2026-09-08 04:13:17.421,dummy,-2.281,-1.975,0.874,342.2,0.0,0.0,,,
2026-09-08 04:13:17.472,dummy,-2.259,-1.982,0.876,344.8,0.0,0.0,,,
2026-09-08 04:13:17.523,dummy,-2.237,-1.987,0.877,347.4,0.0,0.0,,,
2026-09-08 04:13:17.575,dummy,-2.214,-1.992,0.879,350.0,0.0,0.0,,,
2026-09-08 04:13:17.627,dummy,-2.191,-1.996,0.881,352.6,0.0,0.0,,,
2026-09-08 04:13:17.679,dummy,-2.167,-1.998,0.882,355.2,0.0,0.0,,,
2026-09-08 04:13:17.731,dummy,-2.143,-2.0,0.884,357.7,0.0,0.0,,,
2026-09-08 04:13:17.783,dummy,-2.119,-2.0,0.885,0.2,0.0,0.0,,,
2026-09-08 04:13:17.836,dummy,-2.094,-1.999,0.887,2.7,0.0,0.0,,,
2026-09-08 04:13:17.888,dummy,-2.069,-1.998,0.889,5.1,0.0,0.0,,,
2026-09-08 04:13:17.939,dummy,-2.045,-1.995,0.89,7.4,0.0,0.0,,,
2026-09-08 04:13:17.991,dummy,-2.02,-1.991,0.892,9.6,0.0,0.0,,,
2026-09-08 04:13:18.043,dummy,-1.994,-1.986,0.893,11.7,0.0,0.0,,,
2026-09-08 04:13:18.094,dummy,-1.969,-1.981,0.895,13.8,0.0,0.0,,,
2026-09-08 04:13:18.146,dummy,-1.943,-1.974,0.897,15.8,0.0,0.0,,,
2026-09-08 04:13:18.197,dummy,-1.917,-1.966,0.898,17.7,0.0,0.0,,,
2026-09-08 04:13:18.249,dummy,-1.89,-1.957,0.9,19.5,0.0,0.0,,,
2026-09-08 04:13:18.306,dummy,-1.863,-1.947,0.901,21.3,0.0,0.0,,,
2026-09-08 04:13:18.358,dummy,-1.834,-1.935,0.903,23.0,0.0,0.0,,,
2026-09-08 04:13:18.411,dummy,-1.806,-1.923,0.905,24.7,0.0,0.0,,,
2026-09-08 04:13:18.462,dummy,-1.779,-1.91,0.906,26.2,0.0,0.0,,,
2026-09-08 04:13:18.514,dummy,-1.752,-1.896,0.908,27.6,0.0,0.0,,,
2026-09-08 04:13:18.565,dummy,-1.724,-1.881,0.91,28.9,0.0,0.0,,,
2026-09-08 04:13:18.616,dummy,-1.696,-1.865,0.911,30.2,0.0,0.0,,,
2026-09-08 04:13:18.668,dummy,-1.668,-1.849,0.913,31.5,0.0,0.0,,,
2026-09-08 04:13:18.719,dummy,-1.64,-1.831,0.914,32.7,0.0,0.0,,,
2026-09-08 04:13:18.771,dummy,-1.611,-1.812,0.916,33.8,0.0,0.0,,,
2026-09-08 04:13:18.822,dummy,-1.582,-1.793,0.918,34.8,0.0,0.0,,,
2026-09-08 04:13:18.874,dummy,-1.553,-1.772,0.919,35.9,0.0,0.0,,,
2026-09-08 04:13:18.925,dummy,-1.524,-1.75,0.921,36.8,0.0,0.0,,,
2026-09-08 04:13:18.977,dummy,-1.495,-1.728,0.923,37.7,0.0,0.0,,,
2026-09-08 04:13:19.028,dummy,-1.465,-1.705,0.924,38.6,0.0,0.0,,,
2026-09-08 04:13:19.080,dummy,-1.436,-1.681,0.926,39.5,0.0,0.0,,,
2026-09-08 04:13:19.131,dummy,-1.406,-1.656,0.928,40.3,0.0,0.0,,,
2026-09-08 04:13:19.183,dummy,-1.375,-1.63,0.929,41.0,0.0,0.0,,,
2026-09-08 04:13:19.235,dummy,-1.345,-1.603,0.931,41.7,0.0,0.0,,,
2026-09-08 04:13:19.287,dummy,-1.314,-1.575,0.933,42.4,0.0,0.0,,,
2026-09-08 04:13:19.338,dummy,-1.284,-1.547,0.934,43.1,0.0,0.0,,,
2026-09-08 04:13:19.390,dummy,-1.253,-1.518,0.936,43.7,0.0,0.0,,,
2026-09-08 04:13:19.441,dummy,-1.222,-1.488,0.938,44.3,0.0,0.0,,,
2026-09-08 04:13:19.493,dummy,-1.19,-1.457,0.939,44.9,0.0,0.0,,,
2026-09-08 04:13:19.545,dummy,-1.159,-1.425,0.941,45.4,0.0,0.0,,,
2026-09-08 04:13:19.596,dummy,-1.128,-1.393,0.943,45.9,0.0,0.0,,,
2026-09-08 04:13:19.648,dummy,-1.096,-1.36,0.944,46.4,0.0,0.0,,,
2026-09-08 04:13:19.699,dummy,-1.064,-1.327,0.946,46.9,0.0,0.0,,,
2026-09-08 04:13:19.750,dummy,-1.033,-1.293,0.948,47.3,0.0,0.0,,,
2026-09-08 04:13:19.802,dummy,-1.001,-1.258,0.949,47.7,0.0,0.0,,,
2026-09-08 04:13:19.853,dummy,-0.969,-1.222,0.951,48.1,0.0,0.0,,,
2026-09-08 04:13:19.905,dummy,-0.936,-1.186,0.953,48.5,0.0,0.0,,,
2026-09-08 04:13:19.956,dummy,-0.904,-1.149,0.954,48.9,0.0,0.0,,,
2026-09-08 04:13:20.007,dummy,-0.872,-1.113,0.956,49.2,0.0,0.0,,,
2026-09-08 04:13:20.059,dummy,-0.839,-1.075,0.958,49.5,0.0,0.0,,,
2026-09-08 04:13:20.110,dummy,-0.807,-1.036,0.959,49.8,0.0,0.0,,,
2026-09-08 04:13:20.162,dummy,-0.774,-0.997,0.961,50.1,0.0,0.0,,,
2026-09-08 04:13:20.213,dummy,-0.741,-0.958,0.963,50.4,0.0,0.0,,,
2026-09-08 04:13:20.264,dummy,-0.708,-0.918,0.964,50.6,0.0,0.0,,,
2026-09-08 04:13:20.316,dummy,-0.675,-0.877,0.966,50.9,0.0,0.0,,,
2026-09-08 04:13:20.367,dummy,-0.642,-0.836,0.968,51.1,0.0,0.0,,,
2026-09-08 04:13:20.420,dummy,-0.608,-0.794,0.969,51.3,0.0,0.0,,,
2026-09-08 04:13:20.471,dummy,-0.575,-0.752,0.971,51.5,0.0,0.0,,,
2026-09-08 04:13:20.523,dummy,-0.541,-0.71,0.973,51.7,0.0,0.0,,,
2026-09-08 04:13:20.575,dummy,-0.508,-0.667,0.975,51.9,0.0,0.0,,,
2026-09-08 04:13:20.626,dummy,-0.474,-0.624,0.976,52.1,0.0,0.0,,,
2026-09-08 04:13:20.678,dummy,-0.44,-0.58,0.978,52.2,0.0,0.0,,,
2026-09-08 04:13:20.730,dummy,-0.406,-0.537,0.98,52.4,0.0,0.0,,,
2026-09-08 04:13:20.782,dummy,-0.372,-0.493,0.981,52.5,0.0,0.0,,,
2026-09-08 04:13:20.834,dummy,-0.338,-0.448,0.983,52.6,0.0,0.0,,,
2026-09-08 04:13:20.885,dummy,-0.305,-0.404,0.985,52.7,0.0,0.0,,,
2026-09-08 04:13:20.936,dummy,-0.271,-0.36,0.986,52.8,0.0,0.0,,,
2026-09-08 04:13:20.988,dummy,-0.237,-0.315,0.988,52.9,0.0,0.0,,,
2026-09-08 04:13:21.040,dummy,-0.203,-0.27,0.99,52.9,0.0,0.0,,,
2026-09-08 04:13:21.091,dummy,-0.169,-0.225,0.992,53.0,0.0,0.0,,,
2026-09-08 04:13:21.143,dummy,-0.135,-0.18,0.993,53.0,0.0,0.0,,,
2026-09-08 04:13:21.194,dummy,-0.101,-0.135,0.995,53.1,0.0,0.0,,,
2026-09-08 04:13:21.246,dummy,-0.067,-0.09,0.997,53.1,0.0,0.0,,,
2026-09-08 04:13:21.297,dummy,-0.033,-0.045,0.998,53.1,0.0,0.0,,,
2026-09-08 04:13:21.349,dummy,0.001,0.001,1.0,53.1,0.0,0.0,,,
2026-09-08 04:13:21.400,dummy,0.034,0.046,1.002,53.1,0.0,0.0,,,
2026-09-08 04:13:21.452,dummy,0.068,0.091,1.003,53.1,0.0,0.0,,,
2026-09-08 04:13:21.504,dummy,0.103,0.137,1.005,53.1,0.0,0.0,,,
2026-09-08 04:13:21.555,dummy,0.137,0.182,1.007,53.0,0.0,0.0,,,
2026-09-08 04:13:21.606,dummy,0.17,0.227,1.009,53.0,0.0,0.0,,,
2026-09-08 04:13:21.658,dummy,0.204,0.272,1.01,52.9,0.0,0.0,,,
2026-09-08 04:13:21.709,dummy,0.238,0.317,1.012,52.9,0.0,0.0,,,
2026-09-08 04:13:21.760,dummy,0.272,0.361,1.014,52.8,0.0,0.0,,,
2026-09-08 04:13:21.812,dummy,0.306,0.406,1.015,52.7,0.0,0.0,,,
2026-09-08 04:13:21.863,dummy,0.34,0.45,1.017,52.6,0.0,0.0,,,
2026-09-08 04:13:21.915,dummy,0.373,0.494,1.019,52.5,0.0,0.0,,,
2026-09-08 04:13:21.966,dummy,0.407,0.537,1.02,52.4,0.0,0.0,,,
2026-09-08 04:13:22.017,dummy,0.44,0.58,1.022,52.2,0.0,0.0,,,
2026-09-08 04:13:22.068,dummy,0.474,0.624,1.024,52.1,0.0,0.0,,,
2026-09-08 04:13:22.120,dummy,0.507,0.666,1.025,51.9,0.0,0.0,,,
2026-09-08 04:13:22.171,dummy,0.541,0.709,1.027,51.7,0.0,0.0,,,
2026-09-08 04:13:22.223,dummy,0.574,0.751,1.029,51.5,0.0,0.0,,,
2026-09-08 04:13:22.275,dummy,0.608,0.793,1.031,51.3,0.0,0.0,,,
2026-09-08 04:13:22.327,dummy,0.641,0.835,1.032,51.1,0.0,0.0,,,
2026-09-08 04:13:22.378,dummy,0.675,0.876,1.034,50.9,0.0,0.0,,,
2026-09-08 04:13:22.430,dummy,0.708,0.917,1.036,50.6,0.0,0.0,,,
2026-09-08 04:13:22.503,dummy,0.755,0.974,1.038,50.3,0.0,0.0,,,
2026-09-08 04:13:22.559,dummy,0.79,1.016,1.04,50.0,0.0,0.0,,,
2026-09-08 04:13:22.611,dummy,0.823,1.055,1.042,49.7,0.0,0.0,,,
2026-09-08 04:13:22.662,dummy,0.855,1.093,1.043,49.4,0.0,0.0,,,
2026-09-08 04:13:22.713,dummy,0.887,1.13,1.045,49.0,0.0,0.0,,,
2026-09-08 04:13:22.765,dummy,0.92,1.168,1.047,48.7,0.0,0.0,,,
2026-09-08 04:13:22.816,dummy,0.952,1.204,1.048,48.3,0.0,0.0,,,
2026-09-08 04:13:22.868,dummy,0.985,1.24,1.05,47.9,0.0,0.0,,,
2026-09-08 04:13:22.920,dummy,1.017,1.276,1.052,47.5,0.0,0.0,,,
2026-09-08 04:13:22.972,dummy,1.049,1.311,1.053,47.1,0.0,0.0,,,
2026-09-08 04:13:23.024,dummy,1.081,1.345,1.055,46.6,0.0,0.0,,,
2026-09-08 04:13:23.076,dummy,1.113,1.378,1.057,46.1,0.0,0.0,,,
2026-09-08 04:13:23.129,dummy,1.145,1.411,1.058,45.6,0.0,0.0,,,
2026-09-08 04:13:23.181,dummy,1.177,1.444,1.06,45.1,0.0,0.0,,,
2026-09-08 04:13:23.233,dummy,1.209,1.475,1.062,44.5,0.0,0.0,,,
2026-09-08 04:13:23.285,dummy,1.24,1.506,1.063,43.9,0.0,0.0,,,
2026-09-08 04:13:23.337,dummy,1.271,1.535,1.065,43.3,0.0,0.0,,,
2026-09-08 04:13:23.388,dummy,1.302,1.564,1.067,42.7,0.0,0.0,,,
2026-09-08 04:13:23.439,dummy,1.332,1.592,1.068,42.0,0.0,0.0,,,
2026-09-08 04:13:23.491,dummy,1.363,1.619,1.07,41.3,0.0,0.0,,,
2026-09-08 04:13:23.542,dummy,1.393,1.645,1.072,40.6,0.0,0.0,,,
2026-09-08 04:13:23.595,dummy,1.423,1.67,1.073,39.8,0.0,0.0,,,
2026-09-08 04:13:23.647,dummy,1.453,1.695,1.075,39.0,0.0,0.0,,,
2026-09-08 04:13:23.698,dummy,1.483,1.719,1.077,38.1,0.0,0.0,,,
2026-09-08 04:13:23.752,dummy,1.512,1.742,1.078,37.2,0.0,0.0,,,
2026-09-08 04:13:23.805,dummy,1.544,1.765,1.08,36.2,0.0,0.0,,,
2026-09-08 04:13:23.857,dummy,1.573,1.786,1.082,35.2,0.0,0.0,,,
2026-09-08 04:13:23.909,dummy,1.602,1.806,1.083,34.1,0.0,0.0,,,
2026-09-08 04:13:23.960,dummy,1.631,1.825,1.085,33.0,0.0,0.0,,,
2026-09-08 04:13:24.012,dummy,1.659,1.843,1.087,31.8,0.0,0.0,,,
2026-09-08 04:13:24.064,dummy,1.688,1.86,1.088,30.6,0.0,0.0,,,
2026-09-08 04:13:24.115,dummy,1.716,1.877,1.09,29.3,0.0,0.0,,,
2026-09-08 04:13:24.167,dummy,1.744,1.892,1.092,28.0,0.0,0.0,,,
2026-09-08 04:13:24.219,dummy,1.772,1.906,1.093,26.6,0.0,0.0,,,
2026-09-08 04:13:24.270,dummy,1.799,1.919,1.095,25.1,0.0,0.0,,,
2026-09-08 04:13:24.321,dummy,1.825,1.931,1.096,23.6,0.0,0.0,,,
2026-09-08 04:13:24.373,dummy,1.852,1.943,1.098,21.9,0.0,0.0,,,
2026-09-08 04:13:24.425,dummy,1.879,1.953,1.1,20.2,0.0,0.0,,,
2026-09-08 04:13:24.476,dummy,1.906,1.962,1.101,18.4,0.0,0.0,,,
2026-09-08 04:13:24.528,dummy,1.932,1.971,1.103,16.6,0.0,0.0,,,
2026-09-08 04:13:24.579,dummy,1.957,1.978,1.104,14.6,0.0,0.0,,,
2026-09-08 04:13:24.631,dummy,1.983,1.984,1.106,12.6,0.0,0.0,,,
2026-09-08 04:13:24.683,dummy,2.009,1.989,1.108,10.5,0.0,0.0,,,
2026-09-08 04:13:24.735,dummy,2.034,1.993,1.109,8.3,0.0,0.0,,,
2026-09-08 04:13:24.787,dummy,2.059,1.997,1.111,6.0,0.0,0.0,,,
2026-09-08 04:13:24.838,dummy,2.084,1.999,1.112,3.7,0.0,0.0,,,
2026-09-08 04:13:24.890,dummy,2.108,2.0,1.114,1.3,0.0,0.0,,,
2026-09-08 04:13:24.941,dummy,2.132,2.0,1.116,358.9,0.0,0.0,,,
2026-09-08 04:13:24.993,dummy,2.156,1.999,1.117,356.4,0.0,0.0,,,
2026-09-08 04:13:25.044,dummy,2.179,1.997,1.119,353.8,0.0,0.0,,,
2026-09-08 04:13:25.095,dummy,2.203,1.994,1.12,351.3,0.0,0.0,,,
2026-09-08 04:13:25.147,dummy,2.226,1.99,1.122,348.7,0.0,0.0,,,
2026-09-08 04:13:25.199,dummy,2.248,1.985,1.123,346.0,0.0,0.0,,,
2026-09-08 04:13:25.250,dummy,2.271,1.979,1.125,343.4,0.0,0.0,,,
2026-09-08 04:13:25.302,dummy,2.293,1.971,1.126,340.8,0.0,0.0,,,
2026-09-08 04:13:25.354,dummy,2.315,1.963,1.128,338.2,0.0,0.0,,,
2026-09-08 04:13:25.406,dummy,2.336,1.954,1.13,335.6,0.0,0.0,,,
2026-09-08 04:13:25.457,dummy,2.358,1.944,1.131,333.1,0.0,0.0,,,
2026-09-08 04:13:25.509,dummy,2.379,1.933,1.133,330.6,0.0,0.0,,,
2026-09-08 04:13:25.561,dummy,2.399,1.92,1.134,328.2,0.0,0.0,,,
2026-09-08 04:13:25.613,dummy,2.42,1.907,1.136,325.8,0.0,0.0,,,
2026-09-08 04:13:25.665,dummy,2.44,1.893,1.137,323.5,0.0,0.0,,,
2026-09-08 04:13:25.716,dummy,2.459,1.878,1.139,321.3,0.0,0.0,,,
2026-09-08 04:13:25.768,dummy,2.479,1.862,1.14,319.2,0.0,0.0,,,
2026-09-08 04:13:25.821,dummy,2.498,1.845,1.142,317.1,0.0,0.0,,,
2026-09-08 04:13:25.872,dummy,2.517,1.826,1.143,315.0,0.0,0.0,,,
2026-09-08 04:13:25.924,dummy,2.535,1.807,1.145,313.1,0.0,0.0,,,
2026-09-08 04:13:25.976,dummy,2.553,1.787,1.146,311.3,0.0,0.0,,,
2026-09-08 04:13:26.027,dummy,2.571,1.766,1.148,309.5,0.0,0.0,,,
2026-09-08 04:13:26.080,dummy,2.589,1.744,1.149,307.8,0.0,0.0,,,
2026-09-08 04:13:26.131,dummy,2.606,1.722,1.151,306.1,0.0,0.0,,,
2026-09-08 04:13:26.183,dummy,2.622,1.698,1.152,304.6,0.0,0.0,,,
2026-09-08 04:13:26.235,dummy,2.639,1.673,1.154,303.1,0.0,0.0,,,
2026-09-08 04:13:26.286,dummy,2.655,1.648,1.155,301.6,0.0,0.0,,,
2026-09-08 04:13:26.345,dummy,2.673,1.618,1.157,300.1,0.0,0.0,,,
2026-09-08 04:13:26.397,dummy,2.688,1.591,1.158,298.8,0.0,0.0,,,
2026-09-08 04:13:26.448,dummy,2.703,1.563,1.16,297.5,0.0,0.0,,,
2026-09-08 04:13:26.500,dummy,2.718,1.535,1.161,296.3,0.0,0.0,,,
2026-09-08 04:13:26.552,dummy,2.732,1.505,1.163,295.2,0.0,0.0,,,
2026-09-08 04:13:26.604,dummy,2.746,1.474,1.164,294.1,0.0,0.0,,,
2026-09-08 04:13:26.655,dummy,2.76,1.443,1.165,293.0,0.0,0.0,,,
2026-09-08 04:13:26.707,dummy,2.773,1.412,1.167,292.0,0.0,0.0,,,
2026-09-08 04:13:26.758,dummy,2.785,1.379,1.168,291.0,0.0,0.0,,,
2026-09-08 04:13:26.810,dummy,2.798,1.346,1.17,290.1,0.0,0.0,,,
2026-09-08 04:13:26.862,dummy,2.81,1.312,1.171,289.2,0.0,0.0,,,
2026-09-08 04:13:26.916,dummy,2.822,1.277,1.172,288.3,0.0,0.0,,,
2026-09-08 04:13:26.967,dummy,2.834,1.24,1.174,287.4,0.0,0.0,,,
2026-09-08 04:13:27.019,dummy,2.845,1.204,1.175,286.6,0.0,0.0,,,
2026-09-08 04:13:27.075,dummy,2.856,1.166,1.177,285.8,0.0,0.0,,,
2026-09-08 04:13:27.129,dummy,2.867,1.126,1.178,285.0,0.0,0.0,,,
2026-09-08 04:13:27.180,dummy,2.877,1.088,1.18,284.2,0.0,0.0,,,
2026-09-08 04:13:27.254,dummy,2.89,1.033,1.181,283.2,0.0,0.0,,,
2026-09-08 04:13:27.316,dummy,2.901,0.986,1.183,282.4,0.0,0.0,,,
2026-09-08 04:13:27.367,dummy,2.909,0.947,1.184,281.7,0.0,0.0,,,
2026-09-08 04:13:27.418,dummy,2.917,0.907,1.186,281.1,0.0,0.0,,,
2026-09-08 04:13:27.471,dummy,2.925,0.866,1.187,280.5,0.0,0.0,,,
2026-09-08 04:13:27.522,dummy,2.933,0.824,1.188,279.8,0.0,0.0,,,
2026-09-08 04:13:27.574,dummy,2.94,0.783,1.19,279.2,0.0,0.0,,,
2026-09-08 04:13:27.626,dummy,2.946,0.741,1.191,278.7,0.0,0.0,,,
2026-09-08 04:13:27.677,dummy,2.952,0.698,1.192,278.1,0.0,0.0,,,
2026-09-08 04:13:27.728,dummy,2.958,0.656,1.194,277.5,0.0,0.0,,,
2026-09-08 04:13:27.780,dummy,2.964,0.613,1.195,277.0,0.0,0.0,,,
2026-09-08 04:13:27.832,dummy,2.969,0.569,1.196,276.4,0.0,0.0,,,
2026-09-08 04:13:27.884,dummy,2.974,0.525,1.198,275.9,0.0,0.0,,,
2026-09-08 04:13:27.936,dummy,2.978,0.481,1.199,275.3,0.0,0.0,,,
2026-09-08 04:13:27.987,dummy,2.982,0.437,1.2,274.8,0.0,0.0,,,
2026-09-08 04:13:28.039,dummy,2.985,0.393,1.201,274.3,0.0,0.0,,,
2026-09-08 04:13:28.090,dummy,2.989,0.348,1.203,273.8,0.0,0.0,,,
2026-09-08 04:13:28.142,dummy,2.991,0.303,1.204,273.3,0.0,0.0,,,
2026-09-08 04:13:28.193,dummy,2.994,0.258,1.205,272.8,0.0,0.0,,,
2026-09-08 04:13:28.245,dummy,2.996,0.213,1.206,272.3,0.0,0.0,,,
2026-09-08 04:13:28.297,dummy,2.997,0.168,1.208,271.8,0.0,0.0,,,
2026-09-08 04:13:28.350,dummy,2.999,0.122,1.209,271.3,0.0,0.0,,,
2026-09-08 04:13:28.402,dummy,2.999,0.076,1.21,270.8,0.0,0.0,,,
2026-09-08 04:13:28.454,dummy,3.0,0.03,1.211,270.3,0.0,0.0,,,
2026-09-08 04:13:28.505,dummy,3.0,-0.015,1.213,269.8,0.0,0.0,,,
2026-09-08 04:13:28.557,dummy,3.0,-0.061,1.214,269.3,0.0,0.0,,,
2026-09-08 04:13:28.608,dummy,2.999,-0.106,1.215,268.9,0.0,0.0,,,
2026-09-08 04:13:28.660,dummy,2.998,-0.151,1.216,268.4,0.0,0.0,,,
2026-09-08 04:13:28.711,dummy,2.996,-0.196,1.217,267.9,0.0,0.0,,,
2026-09-08 04:13:28.763,dummy,2.995,-0.241,1.218,267.4,0.0,0.0,,,
2026-09-08 04:13:28.814,dummy,2.992,-0.286,1.22,266.9,0.0,0.0,,,
2026-09-08 04:13:28.866,dummy,2.99,-0.331,1.221,266.4,0.0,0.0,,,
2026-09-08 04:13:28.919,dummy,2.987,-0.376,1.222,265.9,0.0,0.0,,,
2026-09-08 04:13:28.971,dummy,2.983,-0.422,1.223,265.3,0.0,0.0,,,
2026-09-08 04:13:29.022,dummy,2.979,-0.466,1.224,264.8,0.0,0.0,,,
2026-09-08 04:13:29.074,dummy,2.975,-0.51,1.225,264.3,0.0,0.0,,,
2026-09-08 04:13:29.126,dummy,2.97,-0.554,1.226,263.8,0.0,0.0,,,
2026-09-08 04:13:29.177,dummy,2.966,-0.598,1.228,263.2,0.0,0.0,,,
2026-09-08 04:13:29.229,dummy,2.96,-0.64,1.229,262.7,0.0,0.0,,,
2026-09-08 04:13:29.281,dummy,2.954,-0.684,1.23,262.1,0.0,0.0,,,
2026-09-08 04:13:29.332,dummy,2.948,-0.726,1.231,261.5,0.0,0.0,,,
2026-09-08 04:13:29.383,dummy,2.942,-0.768,1.232,261.0,0.0,0.0,,,
2026-09-08 04:13:29.435,dummy,2.935,-0.809,1.233,260.4,0.0,0.0,,,
2026-09-08 04:13:29.486,dummy,2.928,-0.851,1.234,259.8,0.0,0.0,,,
2026-09-08 04:13:29.538,dummy,2.92,-0.891,1.235,259.1,0.0,0.0,,,
2026-09-08 04:13:29.590,dummy,2.912,-0.932,1.236,258.5,0.0,0.0,,,
2026-09-08 04:13:29.642,dummy,2.904,-0.973,1.237,257.8,0.0,0.0,,,
